sample_id,pipeline_version,config_schema_version,measurement_schema_version,feature_schema_version,device_version,configuration,angle_deg,session_id,repeat_type,repeat_id,reposition_round_id,assembly_id,acquisition_block_id,experiment_step,measurement_mode,stimulus_id,stimulus_hash,tone_set_id,source_format,source_path,sidecar_path,date_time,audio_channel,valid,qc_status,exclusion_reason,manual_review_reasons,phase_status

